,Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,Classificacao,Observação,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
5214,Sat Feb 11 01:50:07 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,Rio Grande do Norte ~ BRASIL,DESENVALE,desenvale,10,Positivo,,,,,,,,,,,,,,,,
5215,Sat Feb 11 01:51:36 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,Rio Grande do Norte - BRASIL,Cresce RN,crescern,10,Positivo,,,,,,,,,,,,,,,,
5216,Sat Feb 11 02:46:20 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,Rio Grande do Norte - BRASIL,Mais RN,mais_rn,10,Positivo,,,,,,,,,,,,,,,,
5217,Sat Feb 11 02:57:04 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,BRASIL,Geracao Conectada,geracaoconecta,10,Positivo,,,,,,,,,,,,,,,,
5218,Sat Feb 11 02:58:44 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,Rio Grande do Norte ~ BRASIL,viver sem limite,viver_semlimite,10,Positivo,,,,,,,,,,,,,,,,
5219,Sat Feb 11 02:59:51 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,Rio Grande do Norte - Brasil,Pacto/RN,pactosrn,10,Positivo,,,,,,,,,,,,,,,,
5220,Sat Feb 11 03:01:37 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,Rio Grande do Norte - BRASIL,RN sem Miseria,rn_semmiseria,10,Positivo,,,,,,,,,,,,,,,,
5221,Sat Feb 11 03:03:31 +0000 2017,"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",,,Rio Grande do Norte - BRASIL,Pronatec RN,pronatec_rn,10,Positivo,,,,,,,,,,,,,,,,
5222,Sat Feb 11 01:18:16 +0000 2017,RT @diarioaco: Governo de Minas entrega 401 veículos para o transporte de alunos da rede pública de ensino - https://t.co/vLGPRqteud https:…,,,"Rio de Janeiro, Brasil",cristina ribeiro dev,cristin13238480,1,Positivo,,,,,,,,,,,,,,,,
5223,Fri Feb 10 17:55:36 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,,,Minas Gerais,Durval 13 PT,Durval13PT,7,Positivo,,,,,,,,,,,,,,,,
5224,Fri Feb 10 18:05:05 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,,,Brasil,Tálita Rodrigues Mar,Talita22r,7,Positivo,,,,,,,,,,,,,,,,
5225,Fri Feb 10 18:05:56 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,,,Brasil,Maria,mariajosedias84,7,Positivo,,,,,,,,,,,,,,,,
5226,Fri Feb 10 18:19:26 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,,,SÃO PAULO-BR,#AnulaoGolpeSTFnoBr,mariahquevedo,7,Positivo,,,,,,,,,,,,,,,,
5227,Fri Feb 10 19:04:10 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,,,"Belo Horizonte, Brasil",Cristiano Moreira,chmoreira,7,Positivo,,,,,,,,,,,,,,,,
5228,Fri Feb 10 20:04:51 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,,,Caratinga/MG,Fabrício Spínola,FabricioSpinola,7,Positivo,,,,,,,,,,,,,,,,
5229,Sat Feb 11 15:07:44 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,,,,Odair Cunha,odaircunha_,7,Positivo,,,,,,,,,,,,,,,,
5230,Tue Feb 07 17:53:38 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega à @pmmg190 viaturas para o Território Vale do Aço. https://t.co/Wq05guJfpG https://t.co…,,,,Gil Leonardi,gilleonardi1,4,Positivo,,,,,,,,,,,,,,,,
5231,Wed Feb 08 12:23:23 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega à @pmmg190 viaturas para o Território Vale do Aço. https://t.co/Wq05guJfpG https://t.co…,,,,Odair Cunha,odaircunha_,4,Positivo,,,,,,,,,,,,,,,,
5232,Wed Feb 08 12:26:48 +0000 2017,RT @governomg: Governador Fernando Pimentel entrega à @pmmg190 viaturas para o Território Vale do Aço. https://t.co/Wq05guJfpG https://t.co…,,,,Marx Vinícius Nunes,MarxVinicius13,4,Positivo,,,,,,,,,,,,,,,,
5233,Sat Feb 11 19:01:46 +0000 2017,"RT @IvecoBusBR: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais ...

https://t.co/klbY3onfnM

https://t.co/fn5…",,,Rio Grande do Norte | BRASIL,SOCEL IVECO,socelcaminhoes,1,Positivo,,,,,,,,,,,,,,,,
5234,Thu Feb 09 11:14:46 +0000 2017,RT @johnnygost: Fernando Pimentel entrega viaturas à PM em Governador Valadares https://t.co/lDI2NOXiRn https://t.co/6TPgqQUcB1,,,,Marcelo #TimBeta,marceloocoura,1,Positivo,,,,,,,,,,,,,,,,
5235,Fri Feb 10 18:51:15 +0000 2017,RT @MeilingTamiozzo: Pimentel: MG está funcionando enquanto estados vizinhos estão em colapso - Politica - Estado de Minas https://t.co/wwX…,,,Belo Horizonte,Alysson Justino Sena,AlyssonjSena,1,Positivo,,,,,,,,,,,,,,,,
5236,Sun Feb 12 14:27:01 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,,,Cleber Amaral,CleberAmaral_,19,Positivo,,,,,,,,,,,,,,,,
5237,Sun Feb 12 14:29:39 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,,"Poços de Caldas, Brasil",Fagundes,Leonam_Fagundes,19,Positivo,,,,,,,,,,,,,,,,
5238,Sun Feb 12 14:29:45 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,,"Distrito Federal, Brasil",edivaldo nunes,jaba1001,19,Positivo,,,,,,,,,,,,,,,,
5239,Sun Feb 12 14:29:50 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,,Brasil,Fernando Aureli,fernando_aureli,19,Positivo,,,,,,,,,,,,,,,,
5240,Sun Feb 12 14:34:08 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,,,joao Venturini,joaoVenturini5,19,Positivo,,,,,,,,,,,,,,,,
5241,Sun Feb 12 14:43:56 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,,São Paulo,Koujy Okada,KoujyOkada,19,Positivo,,,,,,,,,,,,,,,,
5242,Sun Feb 12 14:49:19 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,, RJ - BRAZIL,Alerta Rio 24 Horas,alertario24hrs,19,Positivo,,,,,,,,,,,,,,,,
5243,Sun Feb 12 15:20:21 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,,"Rio de Janeiro, Brasil",Valéria Fera,Vcppassos,19,Positivo,,,,,,,,,,,,,,,,
5244,Sun Feb 12 17:47:48 +0000 2017,"RT @NilmaAguiar: Dos grandes centros.O estado em melhor situação salarial.é MG.
Pouco, pra quem perde a vida na mão desses bandidos cada ve…",,,,Breno Barbosa,brenocelso23,19,Positivo,,,,,,,,,,,,,,,,
5245,Fri Feb 10 19:16:07 +0000 2017,RT @otempo: Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios https://t.co/epymFxIKlA https://t.co/VCAZ2BoXeE,,,Uberlândia-MG ,Késia Pontes,Kesia_Pontes,5,Positivo,,,,,,,,,,,,,,,,
5246,Fri Feb 10 19:24:52 +0000 2017,RT @otempo: Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios https://t.co/epymFxIKlA https://t.co/VCAZ2BoXeE,,,Brasil Pará de Minas MG,Crys BRUNI����,crysbruni,5,Positivo,,,,,,,,,,,,,,,,
5247,Fri Feb 10 19:35:48 +0000 2017,RT @otempo: Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios https://t.co/epymFxIKlA https://t.co/VCAZ2BoXeE,,,Belo Horizonte,Elias Almeida,Elias_CEC,5,Positivo,,,,,,,,,,,,,,,,
5248,Fri Feb 10 20:32:48 +0000 2017,RT @otempo: Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios https://t.co/epymFxIKlA https://t.co/VCAZ2BoXeE,,,BH - Minas Gerais (Brazil),Janaína Valadares,jana_valadares,5,Positivo,,,,,,,,,,,,,,,,
5249,Fri Feb 10 20:51:19 +0000 2017,RT @otempo: Governo de Minas e Iveco entregam 401 ônibus para escolar a municípios https://t.co/epymFxIKlA https://t.co/VCAZ2BoXeE,,,,Fausto Oliveira,fgo1980,5,Positivo,,,,,,,,,,,,,,,,
5250,Tue Feb 07 21:25:03 +0000 2017,RT @TransitoBH: Detran-MG realiza ações de educação de trânsito durante mês de fevereiro - Gerais - Estado de Minas https://t.co/ogQje0jEk5,,,,KELMER SOUZA,KELMERSOUZA,3,Positivo,,,,,,,,,,,,,,,,
5251,Wed Feb 08 20:00:02 +0000 2017,RT @TransitoBH: Google e BHTrans disponibilizam horários das linhas municipais de BH em tempo real - Gerais - Estado de Minas https://t.co/…,,,BR,Gláucia Roberta,GlauciaRobert,5,Positivo,,,,,,,,,,,,,,,,
5252,Wed Feb 08 20:03:28 +0000 2017,RT @TransitoBH: Google e BHTrans disponibilizam horários das linhas municipais de BH em tempo real - Gerais - Estado de Minas https://t.co/…,,,Belo Horizonte - MG,Farlyson Santos,farlyson,5,Positivo,,,,,,,,,,,,,,,,
5253,Wed Feb 08 21:39:28 +0000 2017,RT @TransitoBH: Google e BHTrans disponibilizam horários das linhas municipais de BH em tempo real - Gerais - Estado de Minas https://t.co/…,,,"Belo Horizonte, Brasil",Hebert F. Xavier,hebertfx,5,Positivo,,,,,,,,,,,,,,,,
5254,Fri Jan 06 01:16:43 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/ZYP224zJcc,,,Juiz de Fora - MG,César  Machado,CesarMachado10,0,Positivo,,,,,,,,,,,,,,,,
5255,Fri Jan 06 01:23:55 +0000 2017,Secretaria irá implantar novo sistema de designação em 2017 https://t.co/B9BieWlehS,,,Juiz de Fora - MG,César  Machado,CesarMachado10,0,Positivo,,,,,,,,,,,,,,,,
5256,Fri Jan 06 08:32:19 +0000 2017,CRONOGRAMA DE DESIGNAÇÃO EM 2017 PARA AS ESCOLAS PÚBLICAS ESTADUAIS DE MINAS. https://t.co/wPUSzXsK9d,,,Carlos Chagas MG Brasil,E.E.Dr.João Beraldo,deodatogomes,0,Positivo,,,,,,,,,,,,,,,,
5257,Fri Jan 06 13:02:35 +0000 2017,Nao deixe de ler. @AlexWEllis também elogiou a qualidade do ensino em Minas Gerais. https://t.co/ENmfF64BPq,,,"Belo Horizonte, Minas Gerais",Thomas Nemes,thomasnemes,0,Positivo,,,,,,,,,,,,,,,,
5258,Fri Jan 06 13:25:53 +0000 2017,"Os alunos poderão optar por Desenhista de Produtos Gráficos, Analista de Mídias Sociais, Desenvolvedor de Jogos... https://t.co/fhb20AB2Hz",,,Uberlândia - MG,Professor Neivaldo,profneivaldo_,0,Positivo,,,,,,,,,,,,,,,,
5259,Fri Jan 06 14:00:02 +0000 2017,Obras de nova escola do SENAI seguem a todo vapor em Pará de Minas – Total 98 FM https://t.co/SgCJjB478a,,,Pará de Minas - MG,Total 98fm,Total98fm,0,Positivo,,,,,,,,,,,,,,,,
5260,Fri Jan 06 16:24:50 +0000 2017,"#EducaçãoMG Biblioteca Pública preenche férias escolares com diversão e conhecimento.
Saiba mais:… https://t.co/oohULnVui6",,,Belo Horizonte - Minas Gerais,EducaçãoMG,EducacaoMinas,0,Positivo,,,,,,,,,,,,,,,,
5261,Fri Jan 06 20:01:44 +0000 2017,Fomentar a educação na zona rural de Minas Gerais é um dos objetivos da Fundamar. Conheça mais: https://t.co/zK2wEsx6QU,,,,Homero Costa Advs,HomeroCostaAdvs,0,Positivo,,,,,,,,,,,,,,,,
5262,Fri Jan 06 22:46:09 +0000 2017,Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca https://t.co/fDThlDkjhV https://t.co/FMVHX5ED71,,,São Joquim de Bicas,Henrique,junior_code,1,Positivo,,,,,,,,,,,,,,,,
5263,Mon Jan 02 09:57:28 +0000 2017,#namídia IFTM abre seleção para professores  substitutos em Uberlândia #G1 https://t.co/dkTlJqJByG,,,Uberlândia - Minas Gerais,IFTM_Udi_Centro,IFTM_Udi_Centro,0,Positivo,,,,,,,,,,,,,,,,
5264,Mon Jan 02 13:39:11 +0000 2017,UFMG abre concurso para Professores https://t.co/fgYVxBH3DV https://t.co/dBoefRUFa6,,,https://goo.gl/g8V92v,Elton TIM BETA LAB,comerciofast,0,Positivo,,,,,,,,,,,,,,,,
5265,Mon Jan 02 14:17:07 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/rCs0f3ZjEy,,,Fortaleza - Ceará - Brazil,Sobral Host,sobralhost,0,Positivo,,,,,,,,,,,,,,,,
5266,Mon Jan 02 14:17:08 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/S09PgTYmrB https://t.co/qNHCOV60B2,,,"-16.683649,-49.268102",vonivar,vonivar,0,Positivo,,,,,,,,,,,,,,,,
5267,Mon Jan 02 14:19:15 +0000 2017,"New post: ""Contratação de professores começa nesta terça-feira em Juiz de Fora"" https://t.co/HvVZFC7eK5",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,,,,,,,,,,,,,,,
5268,Mon Jan 02 14:19:36 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/3OJq6sYR7z #noticias,,,Brazil,Ricardo Tosto,ricardotosto01,0,Positivo,,,,,,,,,,,,,,,,
5269,Mon Jan 02 14:20:38 +0000 2017,#timbeta #globo Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/EZ3lhbYJJf #OperacaoBetaLab #Sigodevolta,,,,Hugo TIMBETA,Hugotim1,0,Positivo,,,,,,,,,,,,,,,,
5270,Mon Jan 02 14:20:44 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/PakH9SkHfm #SomosTodosDilma #Raynniere #BuyRaynniereOnItu…,,,,Raynniere Makepeace,itsRaynniere,0,Positivo,,,,,,,,,,,,,,,,
5271,Mon Jan 02 14:21:13 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/sTGgGpCi1X https://t.co/EN73D81P9d,,,"Minas Gerais, Brasil",Matheus Pedrosa,PedrosaMatheus,0,Positivo,,,,,,,,,,,,,,,,
5272,Mon Jan 02 14:21:17 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/YPBUiZqrsO #TimBeta,,,,Iuri Pohl #TimBeta,iuripohl,1,Positivo,,,,,,,,,,,,,,,,
5273,Mon Jan 02 14:21:22 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/hFUQcVW8bO https://t.co/8nhFYfTuD9,,,"Belo Horizonte, Brasil",Turismo em Vans MG,TurismoVansMG,0,Positivo,,,,,,,,,,,,,,,,
5274,Mon Jan 02 14:21:27 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/GeDyLUaKwQ https://t.co/OzfAyXvt8J,,,Belo Horizonte - Minas Gerais,Wellington Rocha,Televan,0,Positivo,,,,,,,,,,,,,,,,
5275,Mon Jan 02 14:21:29 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vqtHdZ5ugt https://t.co/2CYAw0tBrJ,,,Belo Horizonte - Minas Gerais,Marcelo Rezende,Televans,0,Positivo,,,,,,,,,,,,,,,,
5276,Mon Jan 02 14:21:41 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/JUwXlfmkZo https://t.co/QiVOiO3EqR,,,Belo Horizonte - Minas Gerais,Vans BH - Shows BH,3213_4360,0,Positivo,,,,,,,,,,,,,,,,
5277,Mon Jan 02 14:23:03 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora  https://t.co/oXmBqxirdb,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,,,,,,,,,,,,,,,
5278,Mon Jan 02 14:25:13 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/tRVq59uCrm https://t.co/lVaIOMUF3P,,,,RADIO PONTO NET,radiopontonet,0,Positivo,,,,,,,,,,,,,,,,
5279,Mon Jan 02 14:26:31 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/WCVUN3iXhn https://t.co/tcGdzKOSsK,,,"Belo Horizonte, Brasil",Nivaldo Silva,tvonlinenopc,0,Positivo,,,,,,,,,,,,,,,,
5280,Mon Jan 02 14:26:37 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora  https://t.co/iiGpEXy4ni,,,,Michele #beta #sdv,michelexmbeta,0,Positivo,,,,,,,,,,,,,,,,
5281,Mon Jan 02 14:27:14 +0000 2017,Chamada inicial para designação da SEE-MG terá início no dia 18 de janeiro de 2017 - https://t.co/IZoLGCusnc,,,"Minas Gerais, Brasil",Aconteceu no Vale,noticiadosvales,0,Positivo,,,,,,,,,,,,,,,,
5282,Mon Jan 02 14:28:38 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora  https://t.co/oXmBqxirdb,,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,,,,,,,,,,,,,,,
5283,Mon Jan 02 14:31:53 +0000 2017,Chamada inicial para designação da SEE-MG terá início no dia 18 de janeiro de 2017 -... https://t.co/sjpmY5pUPU,,,Montes Claros,Norte de Minas,nortedeminas1,0,Positivo,,,,,,,,,,,,,,,,
5284,Mon Jan 02 14:48:08 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/B8Z8MoRFCx,,,Guarulhos - SP,Leonardo Nascimento,leonardogru,0,Positivo,,,,,,,,,,,,,,,,
5285,Mon Jan 02 14:48:10 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/L2L96wECDB,,,,Jefferson,jeffersonns3,0,Positivo,,,,,,,,,,,,,,,,
5286,Mon Jan 02 14:48:11 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/kLjCJ357gS https://t.co/J0QSGZEjkG,,,"Brasília, Brasil",Luiza Cruz,donpiccone,0,Positivo,,,,,,,,,,,,,,,,
5287,Mon Jan 02 14:48:13 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/FYn8kBvefK,,,Babilonia,Werner,rocha_werner,0,Positivo,,,,,,,,,,,,,,,,
5288,Mon Jan 02 14:48:15 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/LoHjRpi0o2 #OperaçãoBetaLab https://t.co/RMweRtf2q0,,,,Kelly,KellyKaroll,0,Positivo,,,,,,,,,,,,,,,,
5289,Mon Jan 02 14:48:19 +0000 2017,"Contratação de professores começa nesta terça-feira em Juiz de Fora: Na primeira chamada, serão convocados…… https://t.co/OeWUYnaj8Z",,,Brasil Natal/RN,Lucas Medeiros �©™,parabolicalucas,0,Positivo,,,,,,,,,,,,,,,,
5290,Mon Jan 02 16:32:30 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/mSwfabGkwW https://t.co/iKYKdcgL7w,,,MG,Sete Lagoas .com.br,SeteLagoas,0,Positivo,,,,,,,,,,,,,,,,
5291,Mon Jan 02 16:45:58 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/fEs5iQNH3E,,,,breno xismenes,BXismenes,0,Positivo,,,,,,,,,,,,,,,,
5292,Mon Jan 02 17:01:59 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/j4jeQ4HC3k,,,Caratinga – MG,Nayara Assis,nayctga14,0,Positivo,,,,,,,,,,,,,,,,
5293,Mon Jan 02 17:25:24 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vPvK6gnQlV,,,,Elson Rego,ElsonRego1,1,Positivo,,,,,,,,,,,,,,,,
5294,Mon Jan 02 17:42:32 +0000 2017,RT @ElsonRego1: Contratação de professores começa nesta terça-feira em Juiz de Fora https://t.co/vPvK6gnQlV,,,,Elson Rego,ElsonRego1,1,Positivo,,,,,,,,,,,,,,,,
5295,Mon Jan 02 18:06:03 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/71acl8cSXc,,,,Maria das Graças,magramatos,0,Positivo,,,,,,,,,,,,,,,,
5296,Mon Jan 02 18:30:04 +0000 2017,"Aprender uma nova língua é uma das metas para 2017? Não perca tempo, escolha uma escola de idiomas e matricule-se! https://t.co/z483yA6M2k",,,"Belo Horizonte, Brazil",Listas Guiatel,guiatel_mg,0,Positivo,,,,,,,,,,,,,,,,
5297,Mon Jan 02 19:29:06 +0000 2017,O uso do rádio como ferramenta pedagógica.Confira. https://t.co/7HQnASyJsF,,,Belo Horizonte-MG - Brasil,Sandra Marques,SandraMarques31,0,Positivo,,,,,,,,,,,,,,,,
5298,Mon Jan 02 19:44:49 +0000 2017,"Amanhã, dia 03/01, às 14h00, no Auditório da Escola Municipal Dr. Lund, a Secretaria Municipal de Saúde de Lagoa... https://t.co/3oYDsHjVaP",,,"Brasil,Minas Gerais","Lagoa Santa,MG",Lagoa_Santa_MG,0,Positivo,,,,,,,,,,,,,,,,
5299,Mon Jan 02 19:52:00 +0000 2017,Contratação de professores começa nesta terça-feira em Juiz de Fora #G1 https://t.co/eETPtAgXCW,,,,DEFRAYMENT,DEFRAYMENT8,0,Positivo,,,,,,,,,,,,,,,,
5300,Mon Jan 02 20:00:02 +0000 2017,#EducaçãoMG Horta escolar incentiva educação ambiental e alimentação saudável na rede pública estadual.… https://t.co/ZFOFxxiXTu,,,Belo Horizonte - Minas Gerais,EducaçãoMG,EducacaoMinas,0,Positivo,,,,,,,,,,,,,,,,
5301,Mon Jan 02 20:15:02 +0000 2017,"Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas.… https://t.co/2KTmmC7nRG",,,Belo Horizonte/Minas Gerais,Governo Minas Gerais,governomg,7,Positivo,,,,,,,,,,,,,,,,
5302,Mon Jan 02 20:56:58 +0000 2017,"RT @governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://…",,,,jose roberto mota,beto96323815,7,Positivo,,,,,,,,,,,,,,,,
5303,Mon Jan 02 21:09:23 +0000 2017,"RT @governomg: Designação 2017 será feita via web em sistema informatizado para todos os cargos, exceto para PEB regente de aulas. https://…",,,Belo Horizonte/MG-Brasil,DepCelinhoSinttrocel,DepCelinho,7,Positivo,,,,,,,,,,,,,,,,
5304,Mon Jan 02 21:11:35 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/T7LQdpjlrV,,,,Portal Virou Noticia,VirouNoticiaMG,0,Positivo,,,,,,,,,,,,,,,,
5305,Mon Jan 02 22:00:02 +0000 2017,"Exposições, caminhadas e oficinas animam férias no Museu de História Natural. Acesse e saiba como participar: https://t.co/uJch2kMQ6p",,,Belo Horizonte - Minas Gerais,EducaçãoMG,EducacaoMinas,2,Positivo,,,,,,,,,,,,,,,,
5306,Mon Jan 02 23:24:44 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/Z7xuL3a5CY,,,Santos Dumont - MG -Brasil,POSSANTE ON LINE,possanteonline,0,Positivo,,,,,,,,,,,,,,,,
5307,Mon Jan 02 23:26:14 +0000 2017,Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/Sf1AiqmgJ7,,,Santos Dumont - MG -Brasil,POSSANTE ON LINE,possanteonline,0,Positivo,,,,,,,,,,,,,,,,
5308,Mon Jan 09 00:31:20 +0000 2017,RT @bibliotecafoa: Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca. #saúdebuxal #câncerbucal... https:/…,,,"Porto Velho, Brasil",Flaviane Gregolin,eujales,1,Positivo,,,,,,,,,,,,,,,,
5309,Mon Jan 09 01:52:08 +0000 2017,Aluno de mestrado em Divinópolis desenvolve método de diagnóstico de câncer de boca https://t.co/3A40AGGIKg,,,BRAZIL,Petronio Nascimento,pety_sk8,0,Positivo,,,,,,,,,,,,,,,,
5310,Mon Jan 09 10:50:42 +0000 2017,@PMMG190 - Processo Seletivo para designação - CTPM/2017 https://t.co/LGeSSioLxA,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,,,,,,,,,,,,,,,
5311,Mon Jan 09 11:01:31 +0000 2017,"O jornal ""Estado de Minas"" fez uma matéria sobre aplicativos e sites para estudar para o ENEM. O #EstudaVest... https://t.co/h8BIOzhsUn",,,,EstudaVest,estudavest,0,Positivo,,,,,,,,,,,,,,,,
5312,Mon Jan 09 12:05:21 +0000 2017,Processo Seletivo Simplificado da Secretaria Municipal de Educação e Cultura de Alfenas (Ensino Médio Completo) https://t.co/msBxVKBzlC,,,Brazil,Josimar de Souza,eusouojosimar,0,Positivo,,,,,,,,,,,,,,,,
